[LOG] 🚀 Démarrage de la traduction...
[LOG] ⏩ Fichier déjà traduit: Psionic_Power__Psi_Warrior__eCbe7KDm9HzmZ3wm.json
[LOG] ⏩ Fichier déjà traduit: Psionic_Power__Psionic_Strike_VuMt8bVaGwBG0jJ5.json
[LOG] ⏩ Fichier déjà traduit: Psionic_Power__Psychic_Teleportation_fOONIWzvcbmkP9tH.json
[LOG] ⏩ Fichier déjà traduit: Psionic_Power__Psychic_Whispers_bhlZZTSBXJNCqNSx.json
[LOG] ⏩ Fichier déjà traduit: Psionic_Power__Soulknife__FTcL5YLveFIdpJaW.json
[LOG] ⏩ Fichier déjà traduit: Psionic_Power__Telekinetic_Movement_tr87SlDQtQ2jkUrF.json
[LOG] ⏩ Fichier déjà traduit: Psionic_Power__Telekinetic_Thrust_bR5H2QuGxLriG2IR.json
[LOG] ⏩ Fichier déjà traduit: Psionic_Predator_YUhp6CYKeAl15LOI.json
[LOG] ⏩ Fichier déjà traduit: Psionic_Sorcery_lFj4pN0UnCzP4EHK.json
[LOG] ⏩ Fichier déjà traduit: Psionic_Spells_uwOvGP9LFiiy9pnI.json
[LOG] ⏩ Fichier déjà traduit: Psionic_Talents_1IpSLpLQUw5UOKeQ.json
[LOG] ⏩ Fichier déjà traduit: Psionics_HRtWGx0N8KNMVurs.json
[LOG] ⏩ Fichier déjà traduit: Psychic_Blades__College_of_Whispers__KeLEO0ZFRNPQu2TP.json
[LOG] ⏩ Fichier déjà traduit: Psychic_Blades__Soulknife__KGAHKwsvl6HaIlaq.json
[LOG] ⏩ Fichier déjà traduit: Psychic_Defenses_ePzpVvFSu2qgn5Sb.json
[LOG] ⏩ Fichier déjà traduit: Psychic_Veil_Yvyyq6zozgcAGxqk.json
[LOG] ⏩ Fichier déjà traduit: Purity_of_Body_zTqHrECSeyuHKTUE.json
[LOG] ⏩ Fichier déjà traduit: Purity_of_Spirit_TcFO3RdPOeOmJYAv.json
[LOG] ⏩ Fichier déjà traduit: Quickened_Healing_PUFalzctlNAR6Oi9.json
[LOG] ⏩ Fichier déjà traduit: Quivering_Palm_o01gQVFJ9hwbA9v2.json
[LOG] ⏩ Fichier déjà traduit: Radiant_Soul_HDVQV7Gn8iwyaB8D.json
[LOG] ⏩ Fichier déjà traduit: Radiant_Sun_Bolt_UaKQiMaRIqLj2puo.json
[LOG] ⏩ Fichier déjà traduit: Rage_Beyond_Death_lyy17Dd7QAm3Fd8h.json
[LOG] ⏩ Fichier déjà traduit: Rage_gaVd6MJT8Q6PLE9B.json
[LOG] ⏩ Fichier déjà traduit: Raging_Storm_Uii0vzrIc4O3Q1iw.json
[LOG] ⏩ Fichier déjà traduit: Raging_Storm__Desert_KxsFpX3HZ6ShJUbQ.json
[LOG] ⏩ Fichier déjà traduit: Raging_Storm__Sea_i1IAtcwcyiGfQRn6.json
[LOG] ⏩ Fichier déjà traduit: Raging_Storm__Tundra_EysTW27zD9v8H1bz.json
[LOG] ⏩ Fichier déjà traduit: Rakish_Audacity_2U2iKaQstG9plFGS.json
[LOG] ⏩ Fichier déjà traduit: Rallying_Cry_mBOB3eLZsD7IuRcy.json
[LOG] ⏩ Fichier déjà traduit: Ranger_Archetype_OSkpBvLPvHHd7djC.json
[LOG] ⏩ Fichier déjà traduit: Ranger_s_Companion_19HpnEnZqGQK3aKO.json
[LOG] ⏩ Fichier déjà traduit: Rapid_Strike_fmHa0PFPyIvtws6p.json
[LOG] ⏩ Fichier déjà traduit: Ravenous_Powers_iZIQpl4rYM2AAO1C.json
[LOG] ⏩ Fichier déjà traduit: Reaper_PfXZJ5PxBIFaIHWd.json
[LOG] ⏩ Fichier déjà traduit: Reckless_Abandon_o8QKahKK6E8CHQag.json
[LOG] ⏩ Fichier déjà traduit: Reckless_Attack_IyVxSB2UUd78W9EK.json
[LOG] ⏩ Fichier déjà traduit: Reclaim_Potential_tmEGkbYG2mCj888o.json
[LOG] ⏩ Fichier déjà traduit: Reflexive_Resistance_O1tlDNS3yez4KMkk.json
[LOG] ⏩ Fichier déjà traduit: Relentless_Avenger_ImoHoFh0leHXn43T.json
[LOG] ⏩ Fichier déjà traduit: Relentless_Rage_Mlx5rdja9aGTabTd.json
[LOG] ⏩ Fichier déjà traduit: Relentless_YD4v08xoawowqcsl.json
[LOG] ⏩ Fichier déjà traduit: Reliable_Talent_yWnnkL925i0wfke2.json
[LOG] ⏩ Fichier déjà traduit: Remarkable_Athlete_7NYMUYbURJiWi0jE.json
[LOG] ⏩ Fichier déjà traduit: Rend_Mind_pvokJnkppHEG4u4r.json
[LOG] ⏩ Fichier déjà traduit: Restorative_Reagents_yt6PKvVE69cpKZ3f.json
[LOG] ⏩ Fichier déjà traduit: Restore_Balance_cB5cpLk8lmIjBwQ8.json
[LOG] ⏩ Fichier déjà traduit: Retaliation_KO3M4mmknous7qE3.json
[LOG] ⏩ Fichier déjà traduit: Revelation_in_Flesh_ErPFGfh9CjVggHby.json
[LOG] ⏩ Fichier déjà traduit: Roguish_Archetype_ZmuNt90xBSW0fM1e.json
[LOG] ⏩ Fichier déjà traduit: Royal_Envoy_wB0haHDeZuqXG08s.json
[LOG] ⏩ Fichier déjà traduit: Rune_Carver__Cloud_Rune_xB3z7uCbAIuE3OYX.json
[LOG] ⏩ Fichier déjà traduit: Rune_Carver__Fire_Rune_32uNhrhG6gdKWJxD.json
[LOG] ⏩ Fichier déjà traduit: Rune_Carver__Frost_Rune_e2TYHXuosOObZU10.json
[LOG] ⏩ Fichier déjà traduit: Rune_Carver__Hill_Rune_xl9Jc1iJQhXVgzUi.json
[LOG] ⏩ Fichier déjà traduit: Rune_Carver__Stone_Rune_FZMfih4MPSOBM8QF.json
[LOG] ⏩ Fichier déjà traduit: Rune_Carver__Storm_Rune_fVosI2Oo78b4d8e2.json
[LOG] ⏩ Fichier déjà traduit: Rune_Carver_rXAR2YyxouFqMBSn.json
[LOG] ⏩ Fichier déjà traduit: Runic_Juggernaut_WaiPFDYo2nSq2TLS.json
[LOG] ⏩ Fichier déjà traduit: Runic_Shield_TBlTYMaJO5QGO5ZR.json
[LOG] ⏩ Fichier déjà traduit: Sacred_Oath_muz7rfO3qdoNVPNY.json
[LOG] ⏩ Fichier déjà traduit: Saint_of_Forge_and_Fire_rs1PRurMGo8e71zW.json
[LOG] ⏩ Fichier déjà traduit: Sanctuary_Vessel_SwT9WPS9AGqttj9T.json
[LOG] ⏩ Fichier déjà traduit: Schism_JLHsOUqjlmUz1KCS.json
[LOG] ⏩ Fichier déjà traduit: Scornful_Rebuke_3CtdZAjtWZSK6Wed.json
[LOG] ⏩ Fichier déjà traduit: Sculpt_Spells_yr8NwoOxVjgiejat.json
[LOG] ⏩ Fichier déjà traduit: Searing_Arc_Strike_0pBscDI6jMkjVkiO.json
[LOG] ⏩ Fichier déjà traduit: Searing_Sunburst_7oMNr3j24klj86Fq.json
[LOG] ⏩ Fichier déjà traduit: Searing_Vengeance_K7jC4fKeezGA52Fy.json
[LOG] ⏩ Fichier déjà traduit: Second_Story_Work_hsHPaOyZmLfJ3bru.json
[LOG] ⏩ Fichier déjà traduit: Second_Wind_dKKwBFyo4dE1fLjk.json
[LOG] ⏩ Fichier déjà traduit: Secondary_Discipline_ZxxZ2aHJQLT2WVyh.json
[LOG] ⏩ Fichier déjà traduit: Sentinel_at_Death_s_Door_yFNt6NesuI9OegLe.json
[LOG] ⏩ Fichier déjà traduit: Shadow_Arts_BpzfSjDkm2fzuQYr.json
[LOG] ⏩ Fichier déjà traduit: Shadow_Lore_TQbj8E5uObqtaQnH.json
[LOG] ⏩ Fichier déjà traduit: Shadow_Martyr_stYxidl8XEOAVq8X.json
[LOG] ⏩ Fichier déjà traduit: Shadow_Sorcerer_Quirks_kcN8KS8Pvrv8Xx8D.json
[LOG] ⏩ Fichier déjà traduit: Shadow_Step_PAfapAOI15Ki9ikZ.json
[LOG] ⏩ Fichier déjà traduit: Shadow_Walk_AEBpGbyOZbKoFsFn.json
[LOG] ⏩ Fichier déjà traduit: Shadowy_Dodge_lifXamYbyeA6pAtQ.json
[LOG] ⏩ Fichier déjà traduit: Shapechanger_Zj4G9bSYbO63RqBi.json
[LOG] ⏩ Fichier déjà traduit: Share_Spells_MgMK5DjQMx4G4L2J.json
[LOG] ⏩ Fichier déjà traduit: Sharpen_the_Blade_8ZKMXWZrtvoyba2f.json
[LOG] ⏩ Fichier déjà traduit: Shattered_Husks_9stBdiIMHjJf6WhS.json
[LOG] ⏩ Fichier déjà traduit: Shielding_Storm_3CKj9jvPyZ1Usg1U.json
[LOG] ⏩ Fichier déjà traduit: Signature_Spells_i7JZoQ16QSkKRdB8.json
[LOG] ⏩ Fichier déjà traduit: Silver_Tongue_0BWmMnRrnEpQd9DB.json
[LOG] ⏩ Fichier déjà traduit: Silver_Tongue__Deception_SFczessr9L2zOHxl.json
[LOG] ⏩ Fichier déjà traduit: Silver_Tongue__Persuasion_hPF0KgreDpK4nosj.json
[LOG] ⏩ Fichier déjà traduit: Skirmisher_7xnkWQs8q8YSoMOT.json
[LOG] ⏩ Fichier déjà traduit: Slayer_s_Counter_1ejAPHmex9AjCKBP.json
[LOG] ⏩ Fichier déjà traduit: Slayer_s_Prey_HObamv26MYBwb1v5.json
[LOG] ⏩ Fichier déjà traduit: Slippery_Mind_3zqGlF5muzgapSZ0.json
[LOG] ⏩ Fichier déjà traduit: Slow_Fall_2AcF3TjfS8H28djV.json
[LOG] ⏩ Fichier déjà traduit: Sneak_Attack_ZNG4a61hajMEzhb1.json
[LOG] ⏩ Fichier déjà traduit: Song_of_Defense_8VDnMk72yTvSlum0.json
[LOG] ⏩ Fichier déjà traduit: Song_of_Rest_mHVbJjJdbG0kD9Ft.json
[LOG] ⏩ Fichier déjà traduit: Song_of_Victory_mmcr3Exu8FFwB5f5.json
[LOG] ⏩ Fichier déjà traduit: Sorcerous_Origin_GELbapn5a5803KRS.json
[LOG] ⏩ Fichier déjà traduit: Sorcerous_Restoration_H6Cq94V7uNEyHkO0.json
[LOG] ⏩ Fichier déjà traduit: Sorcerous_Versatility__Optional__GMkmivs4xd6wohZ2.json
[LOG] ⏩ Fichier déjà traduit: Soul_of_Artifice_tzDAgjUBpEwjA2U5.json
[LOG] ⏩ Fichier déjà traduit: Soul_of_Deceit_mW53gN2F9XFpiWTi.json
[LOG] ⏩ Fichier déjà traduit: Soul_of_Vengeance_WhJLx1Brz55nOO4L.json
[LOG] ⏩ Fichier déjà traduit: Soul_of_the_Forge_GyP0oRwLh8sZGZpC.json
[LOG] ⏩ Fichier déjà traduit: Spectral_Defense_VLSuk9itp4LsNZqj.json
[LOG] ⏩ Fichier déjà traduit: Speech_of_the_Woods_JJIZLKkXvH6TVZwz.json
[LOG] ⏩ Fichier déjà traduit: Spell_Bombardment_iWX2umodfNkhlhEI.json
[LOG] ⏩ Fichier déjà traduit: Spell_Breaker_32vs5cTt7K7nklNI.json
[LOG] ⏩ Fichier déjà traduit: Spell_Mastery_9YwTpLh8lnskvHkK.json
[LOG] ⏩ Fichier déjà traduit: Spell_Resistance_EQhcKSJNGBBz4hPf.json
[LOG] ⏩ Fichier déjà traduit: Spell_Storing_Item_yTFDfSfLEKdgHhDN.json
[LOG] ⏩ Fichier déjà traduit: Spell_Thief_776pAlmOjBzg8B86.json
[LOG] ⏩ Fichier déjà traduit: Spellcasting_Focus__Optional__F9dLl9fXyAB1qz8d.json
[LOG] ⏩ Fichier déjà traduit: Spellcasting__Arcane_Trickster__poPMk6CluEXg7kAZ.json
[LOG] ⏩ Fichier déjà traduit: Spellcasting__Artificer__QyDLOWVLIxU4KDEN.json
[LOG] ⏩ Fichier déjà traduit: Spellcasting__Bard__k2Z8DkSNtYVeo0dt.json
[LOG] ⏩ Fichier déjà traduit: Spellcasting__Cleric__niHhg4TTUkwqjg0w.json
[LOG] ⏩ Fichier déjà traduit: Spellcasting__Druid__jMA639bnAqs3Sr31.json
[LOG] ⏩ Fichier déjà traduit: Spellcasting__Eldritch_Knight__GQkUiE7dqIvo2clh.json
[LOG] ⏩ Fichier déjà traduit: Spellcasting__Hunter__HyKD8oHlWpEzO0vg.json
[LOG] ⏩ Fichier déjà traduit: Spellcasting__Paladin__S6a6Qv4SUOZ8ADJo.json
[LOG] ⏩ Fichier déjà traduit: Spellcasting__Ranger__MJc6j3b5kr51wfr0.json
[LOG] ⏩ Fichier déjà traduit: Spellcasting__Sorcerer__dZ6z4cAe9oa3UpMt.json
[LOG] ⏩ Fichier déjà traduit: Spellcasting__Wizard__54VuBQRbwSNd9rOc.json
[LOG] ⏩ Fichier déjà traduit: Spiked_Retribution_AKnyrE9hT3v59bTp.json
[LOG] ⏩ Fichier déjà traduit: Spirit_Projection_neCU5ffHQY2vqdd4.json
[LOG] ⏩ Fichier déjà traduit: Spirit_Seeker_R6CDf3gJ2zqRIX0H.json
[LOG] ⏩ Fichier déjà traduit: Spirit_Session_2Vu5iLKk8RK0y2W6.json
[LOG] ⏩ Fichier déjà traduit: Spirit_Shield_rpJwIkTtlaoWHBDn.json
[LOG] ⏩ Fichier déjà traduit: Spirit_Totem_TCUwnWjzLyvbGaIQ.json
[LOG] ⏩ Fichier déjà traduit: Spirit_Walker_i74QhpFjMIo9669U.json
[LOG] ⏩ Fichier déjà traduit: Spiritual_Focus_qcpOFW8htwFxkMKC.json
[LOG] ⏩ Fichier déjà traduit: Split_Enchantment_OQsXXjjhZTZdX0Kw.json
[LOG] ⏩ Fichier déjà traduit: Spreading_Spores_nzvn7ZKpmA7nJnmS.json
[LOG] ⏩ Fichier déjà traduit: Stalker_s_Dodge_tYVTv7l2EKqqgm67.json
[LOG] ⏩ Fichier déjà traduit: Stalker_s_Flurry_Kkf56TpNKagmm0zT.json
[LOG] ⏩ Fichier déjà traduit: Star_Map_YtqwBctenq4PHajM.json
[LOG] ⏩ Fichier déjà traduit: Starry_Form__Archer_tHlQ8P9zZ2u1in8p.json
[LOG] ⏩ Fichier déjà traduit: Starry_Form__Chalice_WGmFayc0xaJQKiPx.json
[LOG] ⏩ Fichier déjà traduit: Starry_Form__Dragon_b4nfLCB4VVqkhnUN.json
[LOG] ⏩ Fichier déjà traduit: Starry_Form_wngbUc6rJYHxFsoD.json
[LOG] ⏩ Fichier déjà traduit: Steady_Aim__Optional__bDtqaIQJFi3gULHj.json
[LOG] ⏩ Fichier déjà traduit: Steady_Eye_p4mx5y4mbB4VeeMw.json
[LOG] ⏩ Fichier déjà traduit: Steel_Defender_nikFRmRmqw3shUOm.json
[LOG] ⏩ Fichier déjà traduit: Steps_of_Night_W9YqOHQGytNbmWd2.json
[LOG] ⏩ Fichier déjà traduit: Stillness_of_Mind_ZC0o4Hv5WVW78JtD.json
[LOG] ⏩ Fichier déjà traduit: Storm_Aura__Desert_fsfTVlNK489lBAG4.json
[LOG] ⏩ Fichier déjà traduit: Storm_Aura__Sea_vdmSZUrpBqWTwJDA.json
[LOG] ⏩ Fichier déjà traduit: Storm_Aura__Tundra_fs4UnzKUVsOTXndn.json
[LOG] ⏩ Fichier déjà traduit: Storm_Aura_lYXGiJNdfJK6vrO9.json
[LOG] ⏩ Fichier déjà traduit: Storm_Guide_IbVymIP0GlYxECll.json
[LOG] ⏩ Fichier déjà traduit: Storm_Soul_TrQTqfuFjB9bw8gX.json
[LOG] ⏩ Fichier déjà traduit: Storm_Soul__Desert_ZJvBh1E2Qnu4Qyqn.json
[LOG] ⏩ Fichier déjà traduit: Storm_Soul__Sea_9P4gTF0H1QXHcPMN.json
[LOG] ⏩ Fichier déjà traduit: Storm_Soul__Tundra_WId92oTOs6Q27FQg.json
[LOG] ⏩ Fichier déjà traduit: Storm_of_Claws_and_Fangs_5abYvDWxW9ybArDx.json
[LOG] ⏩ Fichier déjà traduit: Storm_s_Fury_EfJdCZH1KMZ7p6iZ.json
[LOG] ⏩ Fichier déjà traduit: Stormborn_tvfx0Yvn2tvjC7sW.json
[LOG] ⏩ Fichier déjà traduit: Strength_Before_Death_dmHMxTRF2Uuuiy9u.json
[LOG] ⏩ Fichier déjà traduit: Strength_of_the_Grave_zqM1j7YaDol22aEs.json
[LOG] ⏩ Fichier déjà traduit: Stroke_of_Luck_EvCy88el9JbuoQDn.json
[LOG] ⏩ Fichier déjà traduit: Student_of_War_7hxnPRGRYsz09HSO.json
[LOG] ⏩ Fichier déjà traduit: Sudden_Strike_mDDMfbXHN8g8wQfG.json
[LOG] ⏩ Fichier déjà traduit: Summon_Wildfire_Spirit_kK1nV8ivFYnR11ji.json
[LOG] ⏩ Fichier déjà traduit: Sun_Shield_FTHZ4qb5mkaEdiNx.json
[LOG] ⏩ Fichier déjà traduit: Superior_Critical_IMqtp1Z0SNtnwXFq.json
[LOG] ⏩ Fichier déjà traduit: Superior_Hunter_s_Defense__Evasion_yxZdb5TbJRe63hXI.json
[LOG] ⏩ Fichier déjà traduit: Superior_Hunter_s_Defense__Stand_Against_the_Tide_w2h8asZBaKVPi81l.json
[LOG] ⏩ Fichier déjà traduit: Superior_Hunter_s_Defense__Uncanny_Dodge_C8dSh2rgYdz6uI9M.json
[LOG] ⏩ Fichier déjà traduit: Superior_Hunter_s_Defense_vTmbqZwTJDKGCYcq.json
[LOG] ⏩ Fichier déjà traduit: Superior_Inspiration_DjVTolmWdSQK0VTk.json
[LOG] ⏩ Fichier déjà traduit: Superior_Mobility_mG8lsp9lvH4xxXHl.json
[LOG] ⏩ Fichier déjà traduit: Supernatural_Defense_eEPWRxiKTH30QBo1.json
[LOG] ⏩ Fichier déjà traduit: Supernatural_Resistance_io9T6rLwraS568cD.json
[LOG] ⏩ Fichier déjà traduit: Supreme_Healing_Tnj2TD4AfFcIOjxS.json
[LOG] ⏩ Fichier déjà traduit: Supreme_Sneak_eBrhEvYFTQni9fHr.json
[LOG] ⏩ Fichier déjà traduit: Survivalist_kGHMXpIyYjBn1vyu.json
[LOG] ⏩ Fichier déjà traduit: Survivalist_wSTIvQhgitRmn90s.json
[LOG] ⏩ Fichier déjà traduit: Survivor_SVuuupxPk79IkUi7.json
[LOG] ⏩ Fichier déjà traduit: Swarming_Dispersal_CCReU84IfZlhjR91.json
[LOG] ⏩ Fichier déjà traduit: Swarmkeeper_Magic_zLcHhGJBQwucBZBM.json
[LOG] ⏩ Fichier déjà traduit: Symbiotic_Entity_zNUgBxiY3j3C8vef.json
[LOG] ⏩ Fichier déjà traduit: Tactical_Wit_R0TRQbypv7pRntz8.json
[LOG] ⏩ Fichier déjà traduit: Talent_psionique_Chevalier_psi__ZiuqJbJNPDWwW8No.json
[LOG] ⏩ Fichier déjà traduit: Tales_from_Beyond_grNne75ttOreREDV.json
[LOG] ⏩ Fichier déjà traduit: Telekinetic_Master_hbkIUOfYe2AroEsi.json
[LOG] ⏩ Fichier déjà traduit: Telepathic_Communication_qYOQD4qGEfXxhmZn.json
[LOG] ⏩ Fichier déjà traduit: Telepathic_Speech_WUZJvZbGP0a8K5vZ.json
[LOG] ⏩ Fichier déjà traduit: Tempestuous_Magic_pRK3Bz4A4hc0dQMB.json
[LOG] ⏩ Fichier déjà traduit: Temporal_Awareness_U4TlUux1gbAaifH9.json
[LOG] ⏩ Fichier déjà traduit: Tenets_Of_Glory_Q3D6jvBZv0CF3K7n.json
[LOG] ⏩ Fichier déjà traduit: Tenets_of_Conquest_jkvXwlabeFDzqFsb.json
[LOG] ⏩ Fichier déjà traduit: Tenets_of_Devotion_TgOIu40gLLN5arNp.json
[LOG] ⏩ Fichier déjà traduit: Tenets_of_Redemption_05cYWPUjsW1as3DL.json
[LOG] ⏩ Fichier déjà traduit: Tenets_of_Vengeance_UDvUNV1USjYlvXou.json
[LOG] ⏩ Fichier déjà traduit: Tenets_of_the_Ancients_Tip2COEb7ziyzry0.json
[LOG] ⏩ Fichier déjà traduit: Tenets_of_the_Crown_eUOCEG6D0PXZbdxj.json
[LOG] ⏩ Fichier déjà traduit: Tenets_of_the_Watchers_q7mkuLHXU4VRJMaN.json
[LOG] ⏩ Fichier déjà traduit: Tentacle_of_the_Deep_rdmvkia2yJPfn1CS.json
[LOG] ⏩ Fichier déjà traduit: The_Right_Tool_for_the_Job_5q54ZQeDuQAlr6ek.json
[LOG] ⏩ Fichier déjà traduit: The_Third_Eye_c9W7DbmZSiQzRRDG.json
[LOG] ⏩ Fichier déjà traduit: Thief_s_Reflexes_xZVpEjCHa8X7EpTi.json
[LOG] ⏩ Fichier déjà traduit: Thieves__Cant_EZWG8yUGoRIPhmpo.json
[LOG] ⏩ Fichier déjà traduit: Third_Discipline_UOmLTQCKjisWJBPb.json
[LOG] ⏩ Fichier déjà traduit: Thought_Shield_1br1c12EifrX8bJi.json
[LOG] ⏩ Fichier déjà traduit: Thousand_Forms_jxHhcZJWLnyN7k7p.json
[LOG] ⏩ Fichier déjà traduit: Thunderous_Strike_8cIdV2EU7BC8MW1m.json
[LOG] ⏩ Fichier déjà traduit: Tides_of_Chaos_QgwCSrLD27DcqijQ.json
[LOG] ⏩ Fichier déjà traduit: Timeless_Body__Druid__IBAb5NAt54AVMN5F.json
[LOG] ⏩ Fichier déjà traduit: Timeless_Body__Monk__RoS7EcmB761R7f7k.json
[LOG] ⏩ Fichier déjà traduit: Tipsy_Sway_KoNtbvwOkjFAVyj0.json
[LOG] ⏩ Fichier déjà traduit: Tireless_Spirit_oofvkkDm7RBn3puA.json
[LOG] ⏩ Fichier déjà traduit: Tokens_of_the_Departed_rtfkCNJO1a5XECbe.json
[LOG] ⏩ Fichier déjà traduit: Tongue_of_the_Sun_and_Moon_g5PBUhzy8ZkIPKMi.json
[LOG] ⏩ Fichier déjà traduit: Tool_Expertise_vwgtd61MGBR67P3d.json
[LOG] ⏩ Fichier déjà traduit: Tool_Proficiency__Alchemist__mBMWLL1W5F8k0WfS.json
[LOG] ⏩ Fichier déjà traduit: Tool_Proficiency__Artillerist__H89ueKaisP23IvpT.json
[LOG] ⏩ Fichier déjà traduit: Tool_Proficiency__Battle_Smith__Vy9Dbn5g7qSIA0oU.json
[LOG] ⏩ Fichier déjà traduit: Tools_of_Integration_KiBhc2svw6IBDzBe.json
[LOG] ⏩ Fichier déjà traduit: Tools_of_the_Trade_Ps3h8fz8etPo9uFQ.json
[LOG] ⏩ Fichier déjà traduit: Totem_Spirit_G7OeT0CI4NHj5Dxa.json
[LOG] ⏩ Fichier déjà traduit: Totem_Spirit__Bear_LRgHcSgGzb2lAVPF.json
[LOG] ⏩ Fichier déjà traduit: Totem_Spirit__Eagle_zj1k4Xwtbec5np3r.json
[LOG] ⏩ Fichier déjà traduit: Totem_Spirit__Elk_IwAKp2DeyJTlccFT.json
[LOG] ⏩ Fichier déjà traduit: Totem_Spirit__Tiger_1muR1wdIxOMjhSUj.json
[LOG] ⏩ Fichier déjà traduit: Totem_Spirit__Wolf_cyUDkefmQRJ0liUJ.json
[LOG] ⏩ Fichier déjà traduit: Totemic_Attunement_V0VnfMpIEhgTrvBa.json
[LOG] ⏩ Fichier déjà traduit: Totemic_Attunement__Bear_UnAOjwH24xqUvMMY.json
[LOG] ⏩ Fichier déjà traduit: Totemic_Attunement__Eagle_4Qn8SjuUugUwGojO.json
[LOG] ⏩ Fichier déjà traduit: Totemic_Attunement__Elk_UatiHsIC3iLJADmS.json
[LOG] ⏩ Fichier déjà traduit: Totemic_Attunement__Tiger_O2jJL3jYeqSo2MQd.json
[LOG] ⏩ Fichier déjà traduit: Totemic_Attunement__Wolf_vKsWBcqri1WEIgRi.json
[LOG] ⏩ Fichier déjà traduit: Touch_of_Death_xONekoCmWVW8MugI.json
[LOG] ⏩ Fichier déjà traduit: Touch_of_the_Long_Death_Nz8FXPhZG28sBnDN.json
[LOG] ⏩ Fichier déjà traduit: Training_in_War_and_Song_tgtc6E2qpoKtgiLD.json
[LOG] ⏩ Fichier déjà traduit: Trance_of_Order_BHIKpXidxk9d0VOl.json
[LOG] ⏩ Fichier déjà traduit: Tranquility_km3PvFx1GcEi7m77.json
[LOG] ⏩ Fichier déjà traduit: Transmutation_Savant_R2MjcMggERMLw76U.json
[LOG] ⏩ Fichier déjà traduit: Transmuter_s_Stone_HLfr0gSyDAn074Bd.json
[LOG] ⏩ Fichier déjà traduit: Twilight_Shroud_t5n540L1WVZHJEbz.json
[LOG] ⏩ Fichier déjà traduit: Twinkling_Constellations_9V6N9LJfXT7dxW7L.json
[LOG] ⏩ Fichier déjà traduit: Umbral_Form_W1WRb6gZ6Sm9eOO4.json
[LOG] ⏩ Fichier déjà traduit: Umbral_Sight_HwDxDqOfscY83RaW.json
[LOG] ⏩ Fichier déjà traduit: Unarmored_Defense__Barbarian__5u8pqhVF9KCarLf0.json
[LOG] ⏩ Fichier déjà traduit: Unarmored_Defense__Monk__irKeGE3lLQ4Y0JOI.json
[LOG] ⏩ Fichier déjà traduit: Unarmored_Movement__Monk__d0Tqubrmy0el396I.json
[LOG] ⏩ Fichier déjà traduit: Unarmored_Movement_nbmpAqfaAwNs6mTE.json
[LOG] ⏩ Fichier déjà traduit: Unbreakable_Majesty_J2RX0dloUQiDGgx9.json
[LOG] ⏩ Fichier déjà traduit: Uncanny_Dodge_dim31h79xJ2xn7OO.json
[LOG] ⏩ Fichier déjà traduit: Undead_Thralls_GWcF43WUE26kq8cR.json
[LOG] ⏩ Fichier déjà traduit: Underdark_Scout_f2Fu52OCzIjKUxHk.json
[LOG] ⏩ Fichier déjà traduit: Undying_Nature_jnxuPPj0of6tFlJA.json
[LOG] ⏩ Fichier déjà traduit: Undying_Sentinel_3bDf4srgkp6jTA41.json
[LOG] ⏩ Fichier déjà traduit: Unearthly_Recovery_OjtpjOh1EOVqR8BZ.json
[LOG] ⏩ Fichier déjà traduit: Unerring_Accuracy_EPfz6qDY9zR8Jd40.json
[LOG] ⏩ Fichier déjà traduit: Unerring_Eye_8IGnoS8UgbQsBkHZ.json
[LOG] ⏩ Fichier déjà traduit: Unfailing_Inspiration_2Yt03TvTL1Xh1Q0s.json
[LOG] ⏩ Fichier déjà traduit: Universal_Speech_djwIWKX5cjB8Z0sl.json
[LOG] ⏩ Fichier déjà traduit: Unleash_Incarnation_TNQivQFzVaCZX90c.json
[LOG] ⏩ Fichier déjà traduit: Unsettling_Words_0LdSLkrqY3h78lOo.json
[LOG] ⏩ Fichier déjà traduit: Unstable_Backlash_6NXcR9kgtDbNWlIf.json
[LOG] ⏩ Fichier déjà traduit: Unwavering_Mark_qOniX6cBZY56MHyg.json
[LOG] ⏩ Fichier déjà traduit: Unyielding_Saint_BTC4Q0g4YG1JZQuv.json
[LOG] ⏩ Fichier déjà traduit: Use_Magic_Device_hkrCTH0cmGo3Q2E4.json
[LOG] ⏩ Fichier déjà traduit: Vanish_OStCpK5OyhTceYXZ.json
[LOG] ⏩ Fichier déjà traduit: Vengeful_Ancestors_I7uvigAvPLHyhYez.json
[LOG] ⏩ Fichier déjà traduit: Versatile_Trickster_kAjB13dLo8hF1ga9.json
[LOG] ⏩ Fichier déjà traduit: Vigilant_Blessing_GW3oPxsM8TBKcaVk.json
[LOG] ⏩ Fichier déjà traduit: Vigilant_Defender_pRWo7jJniA0W8UEJ.json
[LOG] ⏩ Fichier déjà traduit: Vigilant_Rebuke_WKYMgCiC4COP4FDW.json
[LOG] ⏩ Fichier déjà traduit: Violent_Attraction_BYUGLZp4ELLBVboF.json
[LOG] ⏩ Fichier déjà traduit: Visage_of_the_Astral_Self_TO5fasMvBTJ1uYJv.json
[LOG] ⏩ Fichier déjà traduit: Visions_of_the_Past_8R2ZNRCiOeQFFA0P.json
[LOG] ⏩ Fichier déjà traduit: Voice_of_Authority_bZat0oZKX0AiTd11.json
[LOG] ⏩ Fichier déjà traduit: Wails_from_the_Grave_rRNsNqe3X7IPZiXZ.json
[LOG] ⏩ Fichier déjà traduit: Walker_in_Dreams_io6uHqSFK7GQm7Jb.json
